,aapl,msft,googl,portfolio_value
2020-04-30,71.72715759277344,173.16522216796875,67.33499908447266,68.46887872497558
2020-05-01,70.5724105834961,168.6817626953125,65.86599731445312,67.08100496398926
2020-05-04,71.57093048095703,172.80772399902344,66.1449966430664,67.54575572265625
2020-05-05,72.6451187133789,174.66294860839844,67.45099639892578,68.791911015625
2020-05-06,73.39462280273438,176.38291931152344,67.27149963378906,68.85224511108399
2020-05-07,74.15386962890625,177.4071502685547,68.46399688720703,69.93289443420412
2020-05-08,75.91886138916016,178.45071411132812,69.21700286865234,70.94715466430664
2020-05-11,77.11347198486328,180.4412536621093,70.17949676513672,71.96957180786133
2020-05-12,76.23222351074219,176.3539276123047,68.75900268554688,70.6882893737793
2020-05-13,75.31175231933594,173.68704223632812,67.41649627685547,69.45473557678223
2020-05-14,75.77442932128906,174.4407196044922,67.84300231933594,69.89057951416015
2020-05-15,75.32646179199219,176.98202514648438,68.65299987792969,70.37582080566406
2020-05-18,77.10123443603516,178.67298889160156,69.25900268554688,71.28355323425293
2020-05-19,76.65571594238281,177.43618774414062,68.72000122070312,70.76868533325197
2020-05-20,78.14653015136719,179.8973388671875,70.45800018310547,72.44287107971192
2020-05-21,77.56391906738281,177.73655700683594,70.3375015258789,72.20307347839356
2020-05-22,78.06329345703125,177.81405639648438,70.66200256347656,72.57271982055664
2020-05-26,77.53453826904297,175.9342803955078,71.06849670410156,72.73776999450683
2020-05-27,77.87236022949219,176.1667938232422,71.01399993896484,72.78455423156738
2020-05-28,77.90662384033203,175.76956176757812,70.91200256347656,72.71773399230958
2020-05-29,77.83072662353516,177.56214904785156,71.6760025024414,73.26490608154297
2020-06-01,78.78787994384766,177.1551513671875,71.74349975585938,73.56207694519043
2020-06-02,79.15261840820312,179.1706085205078,72.1155014038086,73.93220352966308
2020-06-03,79.58837890625,179.6066436767578,71.9625015258789,73.9311980303955
2020-06-04,78.90293884277344,177.24234008789062,70.71499633789062,72.82879557495117
2020-06-05,81.15017700195312,181.38954162597656,72.0009994506836,74.36295112731933
2020-06-08,81.62997436523438,182.5135192871093,72.4020004272461,74.78429417907715
2020-06-09,84.20767974853516,183.90884399414065,72.60399627685547,75.5996032019043
2020-06-10,86.37415313720703,190.7303161621093,73.23500061035156,76.62700422668458
2020-06-11,82.22728729248047,180.4884185791016,70.09500122070312,73.22707219299318
2020-06-12,82.93719482421875,181.91278076171875,70.64600372314453,73.81909761779787
2020-06-15,83.96289825439453,183.0755310058593,71.03700256347656,74.37395179504395
2020-06-16,86.18807983398438,187.5618133544922,72.32350158691406,75.90278110717773
2020-06-17,86.0681381225586,188.2110290527344,72.62699890136719,76.09696340270997
2020-06-18,86.1024169921875,190.22645568847656,71.70600128173828,75.42257996154785
2020-06-19,85.61038970947266,189.09274291992188,71.23200225830078,74.94392676269531
2020-06-22,87.85027313232422,194.3445587158203,72.53299713134766,76.48730510375977
2020-06-23,89.72540283203125,195.6429443359375,73.1989974975586,77.46545429870605
2020-06-24,88.1415786743164,191.6992950439453,71.63500213623047,75.89633993530273
2020-06-25,89.31170654296875,194.12168884277344,72.05500030517578,76.50999158752441
2020-06-26,86.56753540039062,190.23614501953125,68.12699890136719,72.88760780395508
2020-06-29,88.56262969970703,192.2806396484375,69.8584976196289,74.68715635742188
2020-06-30,89.30191040039062,197.1932830810547,70.90249633789062,75.65248907226562
2020-07-01,89.13300323486328,198.34634399414065,72.0999984741211,76.4972389831543
2020-07-02,89.13300323486328,199.85791015625,73.49649810791016,77.53321827148437
2020-07-06,91.517333984375,204.16012573242188,74.98249816894531,79.25113138305665
2020-07-07,91.23336029052734,201.78616333007807,74.49600219726562,78.81691856262208
2020-07-08,93.35818481445312,206.22398376464844,75.18000030517578,79.87288041809083
2020-07-09,93.75967407226562,207.6677703857422,75.93299865722656,80.53513318237304
2020-07-10,93.92367553710938,207.0379333496093,76.95050048828125,81.33229535888673
2020-07-13,93.49039459228516,200.64279174804688,75.61150360107422,80.22711809936524
2020-07-14,95.03752136230467,201.883056640625,76.04299926757812,80.94662509155273
2020-07-15,95.69113159179688,201.5826568603516,75.84400177001953,80.96773680480958
2020-07-16,94.51365661621094,197.59054565429688,75.74600219726562,80.59105986206055
2020-07-17,94.32269287109376,196.5828399658203,75.84249877929688,80.61334568603516
2020-07-20,96.31046295166016,205.03219604492188,78.19200134277344,82.86946339172363
2020-07-21,94.98119354248048,202.2706451416016,77.7959976196289,82.23252779907227
2020-07-22,95.24803161621094,205.17752075195312,78.24250030517578,82.63264826843263
2020-07-23,90.91267395019533,196.2534027099609,75.8375015258789,79.72930803894045
2020-07-24,90.68746185302734,195.0518951416016,75.4104995727539,79.35440015502931
2020-07-27,92.83678436279295,197.5227508544922,76.47149658203125,80.69635927551269
2020-07-28,91.31169128417967,195.74952697753903,75.18250274658203,79.34641405944825
2020-07-29,93.06199645996094,197.7262115478516,76.17549896240234,80.53491715637207
2020-07-30,94.18806457519533,197.5711669921875,76.91850280761719,81.37681287353516
2020-07-31,104.04847717285156,198.6467437744141,74.39749908447266,82.05219558776855
2020-08-03,106.67024230957033,209.8188323974609,74.13800048828125,82.53652403686525
2020-08-04,107.38259887695312,206.66973876953125,73.66500091552734,82.36953600524902
2020-08-05,107.77183532714844,206.33059692382807,73.95449829101562,82.68478202026367
2020-08-06,111.53191375732422,209.63473510742188,75.24749755859375,84.61468244445801
2020-08-07,108.99615478515624,205.88487243652344,74.91850280761719,83.71598944213868
2020-08-10,110.58039855957033,201.78616333007807,74.84100341796875,84.06748566772461
2020-08-11,107.291748046875,197.0673370361328,74.0270004272461,82.6146276727295
2020-08-12,110.85752868652344,202.69699096679688,75.36199951171875,84.52552532348633
2020-08-13,112.81941986083984,202.22216796875,75.8324966430664,85.3810407409668
2020-08-14,112.71886444091795,202.4159545898437,75.23149871826172,84.90923705322265
2020-08-17,112.4245834350586,203.75314331054688,75.81199645996094,85.26390191345216
2020-08-18,113.36139678955078,204.9255828857422,77.78900146484375,86.97237104187012
2020-08-19,113.5036163330078,203.68231201171875,77.23049926757812,86.59476716918945
2020-08-20,116.0222396850586,208.4223022460937,78.8125,88.41856639709474
2020-08-21,122.00115203857422,206.9071044921875,78.77850341796875,89.93686238586426
2020-08-24,123.4603271484375,207.5578155517578,79.25749969482422,90.66890163024902
2020-08-25,122.44749450683594,210.25808715820312,80.2925033569336,91.17523587219239
2020-08-26,124.1126480102539,214.80377197265625,82.20649719238281,93.02498908752442
2020-08-27,122.62896728515624,220.07794189453125,81.4260025024414,92.06295989074707
2020-08-28,122.43031311035156,222.3410797119141,81.97149658203125,92.41634465698243
2020-08-31,126.58219909667967,219.0580596923828,81.47650146484375,93.12098836547852
2020-09-01,131.624267578125,220.7481384277344,82.75399780273438,95.37034664794922
2020-09-02,128.89724731445312,225.0024261474609,85.86949920654297,96.97754265808106
2020-09-03,118.57762908935548,211.0642242431641,81.47550201416016,91.05378713989259
2020-09-04,118.65608978271484,208.10174560546875,79.06050109863281,89.28249827331544
2020-09-08,110.67113494873048,196.8443298339844,76.18000030517578,85.08423162475587
2020-09-09,115.0854263305664,205.2266998291016,77.36150360107422,87.10031149291993
2020-09-10,111.328369140625,199.4765625,76.30249786376953,85.34477679260254
2020-09-11,109.8667449951172,198.175033569336,75.78800201416016,84.58577030212403
2020-09-14,113.16276550292967,199.51544189453125,75.44149780273438,85.1796202722168
2020-09-15,113.3393325805664,202.7887420654297,76.75599670410156,86.20035069396974
2020-09-16,109.9942626953125,199.165756225586,75.60449981689453,84.48256100158692
2020-09-17,108.23835754394533,197.087158203125,74.35199737548828,83.10010011657715
2020-09-18,104.80502319335938,194.6394958496093,72.55449676513672,80.88029266784667
2020-09-21,107.98332214355467,196.7277984619141,71.50700378417969,80.92373013183594
2020-09-22,109.68036651611328,201.4677581787109,72.99099731445312,82.46272486755372
2020-09-23,105.07970428466795,194.833740234375,70.46949768066406,79.4044686175537
2020-09-24,106.15875244140624,197.359115600586,71.14299774169922,80.18266497497558
2020-09-25,110.14142608642578,201.8562774658203,71.9530029296875,81.81172625183106
2020-09-28,112.77037811279295,203.4298095703125,72.93299865722656,83.21741653747559
2020-09-29,111.91693878173828,201.3123321533203,73.3010025024414,83.2700926123047
2020-09-30,113.60417938232422,204.2942352294922,73.27999877929688,83.69008924377442
2020-10-01,114.56552124023438,206.3631286621093,74.3949966430664,84.76541927307129
2020-10-02,110.86732482910156,200.2730712890625,72.77999877929688,82.61262287231446
2020-10-05,114.28103637695312,204.34283447265625,74.1415023803711,84.50392447692872
2020-10-06,111.0046615600586,200.0010986328125,72.5510025024414,82.47819912475586
2020-10-07,112.88809967041016,203.8086395263672,72.95700073242188,83.26561323425294
2020-10-08,112.7801742553711,204.5370941162109,74.17150115966797,84.1387162060547
2020-10-09,114.74210357666016,209.61700439453125,75.52249908447266,85.64743218017578
2020-10-12,122.03057861328124,215.04653930664065,78.22949981689453,89.53718631896973
2020-10-13,118.79342651367188,216.46466064453125,78.35350036621094,88.79347170043945
2020-10-14,118.8817138671875,214.5220642089844,78.1719970703125,88.68161755859376
2020-10-15,118.41085815429688,213.35650634765625,77.77349853515625,88.2644392944336
2020-10-16,116.75304412841795,213.35650634765625,78.38500213623047,88.29009585693359
2020-10-19,113.77096557617188,208.0726318359375,76.49749755859375,86.12001606201173
2020-10-20,115.27180480957033,208.49026489257807,77.55400085449219,87.29122912353516
2020-10-21,114.64398956298828,208.6360015869141,79.29949951171875,88.4240330633545
2020-10-22,113.54532623291016,208.723388671875,80.33300018310547,88.90709427612305
2020-10-23,112.8488540649414,210.02493286132807,81.64900207519531,89.70355586486816
2020-10-26,112.8586654663086,204.0513916015625,79.2145004272461,87.90007807373047
2020-10-27,114.37914276123048,207.1304626464844,79.94400024414062,88.83377663635255
2020-10-28,109.08199310302734,196.86378479003903,75.54000091552734,84.19920161865235
2020-10-29,113.12351989746094,198.84524536132807,77.84400177001953,86.9517621697998
2020-10-30,106.78656005859376,196.6598052978516,80.80549621582031,87.5127676574707
2020-11-02,106.69827270507812,196.5238494873047,81.21600341796875,87.79450605712891
2020-11-03,108.33645629882812,200.5061492919922,82.28299713134766,89.00895815002443
2020-11-04,112.76055908203124,210.1803436279297,87.2925033569336,93.86733662292481
2020-11-05,116.7628402709961,216.88233947753903,88.125,95.51814484436035
2020-11-06,116.63020324707033,217.30001831054688,87.98650360107422,95.38116110168458
2020-11-09,114.30133056640624,212.1229553222656,88.07099914550781,94.84262150512696
2020-11-10,113.9573974609375,204.95474243164065,86.88600158691406,93.87475314575197
2020-11-11,117.4163055419922,210.3357696533203,87.36150360107422,95.12045127014161
2020-11-12,117.14117431640624,209.25762939453125,87.14099884033203,94.88584414123535
2020-11-13,117.19029998779295,210.29690551757807,88.61299896240234,95.9905149951172
2020-11-16,118.21224975585938,210.99624633789065,88.70149993896484,96.31999511169434
2020-11-17,117.31804656982422,208.30572509765625,88.08300018310547,95.63031975830079
2020-11-18,115.98165130615234,205.5594787597656,87.03199768066406,94.50564026062013
2020-11-19,116.58106231689452,206.86444091796875,87.92849731445312,95.3254434954834
2020-11-20,115.3036117553711,204.88755798339844,86.81900024414062,94.17258755187989
2020-11-23,111.87419128417967,204.6148681640625,86.37799835205078,92.96009551940918
2020-11-24,113.17127227783205,208.26678466796875,88.19499969482422,94.64287422485353
2020-11-25,114.016357421875,208.2765350341797,88.20649719238281,94.86957070922853
2020-11-27,114.56664276123048,209.60096740722656,89.35099792480469,95.86066879577638
2020-11-30,116.98396301269533,208.4713134765625,87.72000122070312,95.27478559692383
2020-12-01,120.59025573730467,210.5553131103516,89.76799774169922,97.72507186584473
2020-12-02,120.94401550292967,209.7372894287109,91.24849700927734,98.91469206359864
2020-12-03,120.80643463134766,208.6368408203125,91.09200286865234,98.76308057250976
2020-12-04,120.12842559814452,208.75369262695312,91.18800354003906,98.65926289855958
2020-12-07,121.60240173339844,208.685546875,90.85150146484376,98.79015387817384
2020-12-08,122.2214584350586,210.36056518554688,90.56649780273438,98.7385424395752
2020-12-09,119.66657257080078,206.2606658935547,88.89299774169922,96.83750381958009
2020-12-10,121.10123443603516,205.01412963867188,88.38249969482422,96.82916825561524
2020-12-11,120.28564453125,207.68247985839844,88.73999786376953,96.8838220074463
2020-12-14,119.66657257080078,208.597900390625,87.61299896240234,95.8879495251465
2020-12-15,125.66070556640624,208.5297393798828,88.05400085449219,97.76254774291993
2020-12-16,125.5919189453125,213.5450439453125,87.8594970703125,97.6004991015625
2020-12-17,126.46646881103516,213.68136596679688,87.02549743652344,97.20757860656738
2020-12-18,124.46187591552734,212.8730926513672,86.31099700927734,96.16002790771483
2020-12-21,126.00463104248048,216.76844787597656,86.72799682617188,96.86765271545411
2020-12-22,129.59129333496094,218.08319091796875,86.01100158691406,97.26168970458986
2020-12-23,128.68727111816406,215.2395477294922,86.4114990234375,97.32541234741211
2020-12-24,129.67979431152344,216.9242401123047,86.70800018310547,97.80159855529786
2020-12-28,134.3178253173828,219.0764617919922,88.697998046875,100.4752126550293
2020-12-29,132.52938842773438,218.2876892089844,87.88800048828125,99.41262119873048
2020-12-30,131.39938354492188,215.8822326660156,86.8125,98.32304985595704
